nixpkgs._0verkill                                                      0verkill-unstable-2011-01-13
nixpkgs.tmatrix                                                        tmatrix-1.3
nixpkgs.tmpwatch                                                       tmpwatch-2.11
nixpkgs.tmsu                                                           tmsu-0.7.5
nixpkgs.tmux                                                           tmux-3.1c
nixpkgs.tmux-cssh                                                      tmux-cssh-20151015
nixpkgs.tmux-mem-cpu-load                                              tmux-mem-cpu-load-3.4.0
nixpkgs.tmux-xpanes                                                    tmux-xpanes-4.1.2
nixpkgs.tmuxinator                                                     tmuxinator-2.0.2
nixpkgs.tmuxp                                                          tmuxp-1.7.0
nixpkgs.tmuxPlugins.battery                                            tmuxplugin-battery-unstable-2019-07-04
nixpkgs.tmuxPlugins.continuum                                          tmuxplugin-continuum-unstable-2020-10-16
nixpkgs.tmuxPlugins.copycat                                            tmuxplugin-copycat-unstable-2020-01-09
nixpkgs.tmuxPlugins.cpu                                                tmuxplugin-cpu-unstable-2020-07-25
nixpkgs.tmuxPlugins.ctrlw                                              tmuxplugin-ctrlw-0.1.1
nixpkgs.tmuxPlugins.dracula                                            tmuxplugin-dracula-unstable-2021-02-18
nixpkgs.tmuxPlugins.fingers                                            tmuxplugin-fingers-1.0.1
nixpkgs.tmuxPlugins.fpp                                                tmuxplugin-fpp-unstable-2016-03-08
nixpkgs.tmuxPlugins.fzf-tmux-url                                       tmuxplugin-fzf-tmux-url-unstable-2019-12-02
nixpkgs.tmuxPlugins.gruvbox                                            tmuxplugin-gruvbox-unstable-2019-05-05
nixpkgs.tmuxPlugins.jump                                               tmuxplugin-jump-2020-06-26
nixpkgs.tmuxPlugins.logging                                            tmuxplugin-logging-unstable-2019-04-19
nixpkgs.tmuxPlugins.maildir-counter                                    tmuxplugin-maildir-counter-unstable-2016-11-25
nixpkgs.tmuxPlugins.net-speed                                          tmuxplugin-net-speed-unstable-2018-12-02
nixpkgs.tmuxPlugins.nord                                               tmuxplugin-nord-0.3.0
nixpkgs.tmuxPlugins.onedark-theme                                      tmuxplugin-onedark-theme-unstable-2020-06-07
nixpkgs.tmuxPlugins.online-status                                      tmuxplugin-online-status-unstable-2018-11-30
nixpkgs.tmuxPlugins.open                                               tmuxplugin-open-unstable-2019-12-02
nixpkgs.tmuxPlugins.pain-control                                       tmuxplugin-pain-control-unstable-2020-02-18
nixpkgs.tmuxPlugins.plumb                                              tmuxplugin-plumb-0.1.1
nixpkgs.tmuxPlugins.power-theme                                        tmuxplugin-power-unstable-2020-11-18
nixpkgs.tmuxPlugins.prefix-highlight                                   tmuxplugin-prefix-highlight-unstable-2020-03-26
nixpkgs.tmuxPlugins.resurrect                                          tmuxplugin-resurrect-unstable-2020-09-18
nixpkgs.tmuxPlugins.sensible                                           tmuxplugin-sensible-unstable-2017-09-05
nixpkgs.tmuxPlugins.sessionist                                         tmuxplugin-sessionist-unstable-2017-12-03
nixpkgs.tmuxPlugins.sidebar                                            tmuxplugin-sidebar-unstable-2018-11-30
nixpkgs.tmuxPlugins.sysstat                                            tmuxplugin-sysstat-unstable-2017-12-12
nixpkgs.tmuxPlugins.tilish                                             tmuxplugin-tilish-2020-08-12
nixpkgs.tmuxPlugins.tmux-fzf                                           tmuxplugin-tmux-fzf-unstable-2020-12-07
nixpkgs.tmuxPlugins.tmux-colors-solarized                              tmuxplugin-tmuxcolors-unstable-2019-07-14
nixpkgs.tmuxPlugins.urlview                                            tmuxplugin-urlview-unstable-2016-01-06
nixpkgs.tmuxPlugins.vim-tmux-focus-events                              tmuxplugin-vim-tmux-focus-events-unstable-2020-10-05
nixpkgs.tmuxPlugins.vim-tmux-navigator                                 tmuxplugin-vim-tmux-navigator-unstable-2019-12-10
nixpkgs.tmuxPlugins.yank                                               tmuxplugin-yank-unstable-2019-12-02
nixpkgs.tnef                                                           tnef-1.4.18
nixpkgs.tnt                                                            tnt-3.0.12
nixpkgs.tntdb                                                          tntdb-1.3
nixpkgs.tntnet                                                         tntnet-2.2.1
nixpkgs.tockloader                                                     tockloader-1.5.0
nixpkgs.todiff                                                         todiff-0.6.1
nixpkgs.todo-txt-cli                                                   todo.txt-cli-2.12.0
nixpkgs.todoist                                                        todoist-0.15.0
nixpkgs.todoist-electron                                               todoist-electron-0.2.4
nixpkgs.todoman                                                        todoman-3.9.0
nixpkgs.sourcehut.todosrht                                             todosrht-0.62.1
nixpkgs.toggldesktop                                                   toggldesktop-7.4.231
nixpkgs.togglesg-download                                              togglesg-download-git-2017-12-07
nixpkgs.toilet                                                         toilet-0.3
nixpkgs.tokei                                                          tokei-12.1.2
nixpkgs.python37Packages.tokenizers                                    tokenizers-0.10.0
nixpkgs.python38Packages.tokenizers                                    tokenizers-0.10.0
nixpkgs.python39Packages.tokenizers                                    tokenizers-0.10.0
nixpkgs.tokyocabinet                                                   tokyocabinet-1.4.48
nixpkgs.tokyotyrant                                                    tokyotyrant-1.1.41
nixpkgs.toluapp                                                        toluapp-1.0.93
nixpkgs.tomb                                                           tomb-2.9
nixpkgs.tomboy                                                         tomboy-1.15.9
nixpkgs.tomcat_connectors                                              tomcat-connectors-1.2.48
nixpkgs.tomcat_mysql_jdbc                                              tomcat-mysql-jdbc
nixpkgs.tomcat-native                                                  tomcat-native-1.2.26
nixpkgs.tome2                                                          tome2-2.4
nixpkgs.tome4                                                          tome4-1.6.7
nixpkgs.tony                                                           tony-2.1.1
nixpkgs.toot                                                           toot-0.27.0
nixpkgs.tootle                                                         tootle-1.0
nixpkgs.unixtools.top                                                  top-1003.1-2008
nixpkgs.top-git                                                        topgit-0.19.12
nixpkgs.topgrade                                                       topgrade-6.6.0
nixpkgs.toppler                                                        toppler-1.1.6
nixpkgs.topydo                                                         topydo-0.13
nixpkgs.tor                                                            tor-0.4.5.6
nixpkgs.tor-arm                                                        tor-arm-1.4.5.0
nixpkgs.tor-browser-bundle-bin                                         tor-browser-bundle-bin-10.0.9
nixpkgs.torbrowser                                                     tor-browser-bundle-bin-10.0.9
nixpkgs.prometheus-tor-exporter                                        tor-exporter-0.4
nixpkgs.tora                                                           tora-3.2.176
nixpkgs.torchat                                                        torchat-0.9.9.553
nixpkgs.torcs                                                          torcs-1.3.7
nixpkgs.torque                                                         torque-6.1.3h2
nixpkgs.torrential                                                     torrential-1.1.0
nixpkgs.torsocks                                                       torsocks-2.3.0
nixpkgs.tortoisehg                                                     tortoisehg-5.6
nixpkgs.toss                                                           toss-1.1
nixpkgs.gnome3.totem                                                   totem-3.38.0
nixpkgs.gnome3.totem-pl-parser                                         totem-pl-parser-3.26.5
nixpkgs.touchegg                                                       touchegg-1.1.1
nixpkgs.libtoxcore-new                                                 tox-core-new-20160727
nixpkgs.tox-node                                                       tox-node-0.1.1
nixpkgs.toxprpl                                                        tox-prpl-0.5.1
nixpkgs.toxic                                                          toxic-0.10.1
nixpkgs.toxiproxy                                                      toxiproxy-2.1.4
nixpkgs.toxvpn                                                         toxvpn-2019-09-09
nixpkgs.toybox                                                         toybox-0.8.4
nixpkgs.tpacpi-bat                                                     tpacpi-bat-3.1
nixpkgs.tpm-luks                                                       tpm-luks-git-2015-07-11
nixpkgs.tpm-quote-tools                                                tpm-quote-tools-1.0.4
nixpkgs.tpm-tools                                                      tpm-tools-1.3.9.1
nixpkgs.tpm2-abrmd                                                     tpm2-abrmd-2.3.3
nixpkgs.tpm2-pkcs11                                                    tpm2-pkcs11-1.5.0
nixpkgs.tpm2-tools                                                     tpm2-tools-5.0
nixpkgs.tpm2-tss                                                       tpm2-tss-3.0.3
nixpkgs.tpmmanager                                                     tpmmanager-0.8.1
nixpkgs.tptp                                                           TPTP-7.2.0
nixpkgs.tqsl                                                           tqsl-2.5.1
nixpkgs.tr-patcher                                                     tr-patcher-1.0.5
nixpkgs.trac                                                           trac-1.4.1
nixpkgs.trace-cmd                                                      trace-cmd-2.9-dev
nixpkgs.tracebox                                                       tracebox-0.2
nixpkgs.tracefilegen                                                   tracefilegen-2017-05-13
nixpkgs.tracefilesim                                                   tracefilesim-2015-11-07
nixpkgs.traceroute                                                     traceroute-2.1.0
nixpkgs.trackballs                                                     trackballs-1.3.2
nixpkgs.gnome3.tracker                                                 tracker-3.0.1
nixpkgs.gnome3.tracker-miners                                          tracker-miners-3.0.1
nixpkgs.tracy                                                          tracy-0.7.6
nixpkgs.tradcpp                                                        tradcpp-0.5.2
nixpkgs.traefik                                                        traefik-2.4.3
nixpkgs.transcode                                                      transcode-1.1.7
nixpkgs.transcrypt                                                     transcrypt-1.1.0
nixpkgs.transfig                                                       transfig-3.2.4
nixpkgs.transgui                                                       transgui-5.18.0
nixpkgs.transifex-client                                               transifex-client-0.13.9
nixpkgs.translate-shell                                                translate-shell-0.9.6.12
nixpkgs.transmission-gtk                                               transmission-3.00
nixpkgs.transmission                                                   transmission-3.00
nixpkgs.transmission_gtk                                               transmission-3.00
nixpkgs.transmission-qt                                                transmission-3.00
nixpkgs.transmission_remote_gtk                                        transmission-remote-gtk-1.4.1
nixpkgs.transmission-remote-gtk                                        transmission-remote-gtk-1.4.1
nixpkgs.xorg.transset                                                  transset-1.0.2
nixpkgs.trash-cli                                                      trash-cli-0.20.12.26
nixpkgs.traverso                                                       traverso-0.49.6
nixpkgs.travis                                                         travis-1.9.1
nixpkgs.trayer                                                         trayer-1.1.8
nixpkgs.tre                                                            tre-0.8.0
nixpkgs.tre-command                                                    tre-command-0.3.4
nixpkgs.trebleshot                                                     trebleshot-0.1.0-alpha2-15-ga7ac23c
nixpkgs.tree                                                           tree-1.8.0
nixpkgs.tree-from-tags                                                 tree-from-tags-1.1
nixpkgs.tree-sitter                                                    tree-sitter-0.17.3
nixpkgs.treesheets                                                     treesheets-1.0.1
nixpkgs.trellis                                                        trellis-2021.01.02
nixpkgs.tremc                                                          tremc-0.9.2
nixpkgs.tremor                                                         tremor-unstable-2018-03-16
nixpkgs.tremulous                                                      tremulous-1.1.0
nixpkgs.trezorctl                                                      trezor-0.12.2
nixpkgs.trezor-suite                                                   trezor-suite-21.2.2
nixpkgs.trezor-udev-rules                                              trezor-udev-rules-unstable-2019-07-17
nixpkgs.trezord                                                        trezord-go-2.0.30
nixpkgs.trezor_agent                                                   trezor_agent-0.11.0
nixpkgs.tribler                                                        tribler-7.4.4
nixpkgs.trickle                                                        trickle-1.07
nixpkgs.trickster                                                      trickster-0.1.10
nixpkgs.tridactyl-native                                               tridactyl-native-1.20.4
nixpkgs.trigger                                                        trigger-rally-0.6.6.1
nixpkgs.triggerhappy                                                   triggerhappy-0.5.0
nixpkgs.trilium-desktop                                                trilium-desktop-0.43.4
nixpkgs.trilium-server                                                 trilium-server-0.43.4
nixpkgs.trillian                                                       trillian-1.3.11
nixpkgs.trimal                                                         trimal-1.4.1
nixpkgs.trinity                                                        trinity-1.9
nixpkgs.trivy                                                          trivy-0.16.0
nixpkgs.trojita                                                        trojita-unstable-2020-07-06
nixpkgs.trompeloeil                                                    trompeloeil-39
nixpkgs.trousers                                                       trousers-0.3.14
nixpkgs.trufflehog                                                     truffleHog-2.1.11
nixpkgs.truvari                                                        truvari-2.0.2
nixpkgs.trx                                                            trx-0.5
nixpkgs.tryton                                                         tryton-5.4.2
nixpkgs.python37Packages.trytond                                       trytond-5.8.2
nixpkgs.python39Packages.trytond                                       trytond-5.8.2
nixpkgs.trytond                                                        trytond-5.8.2
nixpkgs.python38Packages.trytond                                       trytond-5.8.2
nixpkgs.ts                                                             ts-1.0
nixpkgs.postgresql11Packages.tsearch_extras                            tsearch-extras-0.4
nixpkgs.tsearch_extras                                                 tsearch-extras-0.4
nixpkgs.tsm-client                                                     tsm-client-8.1.8.0
nixpkgs.tsm-client-withGui                                             tsm-client-8.1.8.0
nixpkgs.tsocks                                                         tsocks-1.8beta5
nixpkgs.tsung                                                          tsung-1.7.0
nixpkgs.tt-rss                                                         tt-rss-2021-01-29
nixpkgs.tt-rss-plugin-auth-ldap                                        tt-rss-plugin-auth-ldap-2.0.0
nixpkgs.tt-rss-plugin-ff-instagram                                     tt-rss-plugin-ff-instagram-git-2019-01-10
nixpkgs.tt-rss-plugin-tumblr-gdpr                                      tt-rss-plugin-tumblr-gdpr-2.1
nixpkgs.tt-rss-theme-feedly                                            tt-rss-theme-feedly-2.5.0
nixpkgs.tt2020                                                         TT2020-2020-01-05
nixpkgs.ttf_bitstream_vera                                             ttf-bitstream-vera-1.10
nixpkgs.ttf-envy-code-r                                                ttf-envy-code-r-0.PR7
nixpkgs.ttmkfdir                                                       ttf-mkfontdir-3.0.9-6
nixpkgs.ttf-tw-moe                                                     ttf-tw-moe
nixpkgs.ttf2pt1                                                        ttf2pt1-3.4.4
nixpkgs.ttfautohint                                                    ttfautohint-1.8.3
nixpkgs.ttfautohint-nox                                                ttfautohint-1.8.3
nixpkgs.tthsum                                                         tthsum-1.3.2
nixpkgs.tts                                                            tts-0.0.9
nixpkgs.ttwatch                                                        ttwatch-2020-06-24
nixpkgs.tty-clock                                                      tty-clock-2.3
nixpkgs.tty-share                                                      tty-share-2.0.0
nixpkgs.tty-solitaire                                                  tty-solitaire-1.3.0
nixpkgs.ttyd                                                           ttyd-1.6.1
nixpkgs.ttygif                                                         ttygif-1.5.0
nixpkgs.ttylog                                                         ttylog-0.31
nixpkgs.ttyplot                                                        ttyplot-1.4
nixpkgs.tudu                                                           tudu-0.10.4
nixpkgs.tuijam                                                         tuijam-unstable-2020-06-05
nixpkgs.tuir                                                           tuir-1.29.0
nixpkgs.tulip                                                          tulip-5.2.1
nixpkgs.xfce.tumbler                                                   tumbler-0.2.9
nixpkgs.tunctl                                                         tunctl-1.5
nixpkgs.tunefish                                                       tunefish-unstable-2020-08-13
nixpkgs.tunnelto                                                       tunnelto-0.1.12
nixpkgs.tup                                                            tup-0.7.10
nixpkgs.tuptime                                                        tuptime-5.0.2
nixpkgs.turbo-geth                                                     turbo-geth-2021.02.01
nixpkgs.turbogit                                                       turbogit-1.2.0
nixpkgs.tusk                                                           tusk-v0.23.0
nixpkgs.tut                                                            tut-0.0.17
nixpkgs.tuxguitar                                                      tuxguitar-1.5.2
nixpkgs.tuxpaint                                                       tuxpaint-0.9.24
nixpkgs.tuxtype                                                        tuxtype-1.8.3
nixpkgs.tvbrowser-bin                                                  tvbrowser-bin-4.0.1
nixpkgs.tvheadend                                                      tvheadend-4.2.8
nixpkgs.tvm                                                            tvm-0.7.0
nixpkgs.twa                                                            twa-1.9.1
nixpkgs.tweak                                                          tweak-3.02
nixpkgs.tweeny                                                         tweeny-3.2.0
nixpkgs.tweet-hs                                                       tweet-hs-1.0.2.2
nixpkgs.twelf                                                          twelf-1.7.1
nixpkgs.twemoji-color-font                                             twemoji-color-font-13.0.1
nixpkgs.twilight                                                       twilight-2018-04-19
nixpkgs.twinkle                                                        twinkle-1.10.2
nixpkgs.twister                                                        twister-2019-08-19
nixpkgs.twitch-chat-downloader                                         twitch-chat-downloader-3.2.1
nixpkgs.twitter-color-emoji                                            twitter-color-emoji-13.0.1
nixpkgs.xorg.twm                                                       twm-1.0.10
nixpkgs.twmn                                                           twmn-git-2018-10-01
nixpkgs.twolame                                                        twolame-2017-09-27
nixpkgs.twtxt                                                          twtxt-0.1.0
nixpkgs.txr                                                            txr-231
nixpkgs.txt2man                                                        txt2man-1.7.1
nixpkgs.txt2tags                                                       txt2tags-2.6
nixpkgs.txtw                                                           txtw-0.4
nixpkgs.tychus                                                         tychus-0.6.3
nixpkgs.tydra                                                          tydra-1.0.2
nixpkgs.typespeed                                                      typespeed-0.6.5
nixpkgs.typora                                                         typora-0.9.95
nixpkgs.tzdata                                                         tzdata-2020f
nixpkgs.tzupdate                                                       tzupdate-2.1.0
nixpkgs.u3-tool                                                        u3-tool-0.3
nixpkgs.u9fs                                                           u9fs-unstable-2020-11-21
nixpkgs.ua                                                             ua-unstable-2017-02-24
nixpkgs.uade123                                                        uade123-2.13
nixpkgs.uae                                                            uae-0.8.29
nixpkgs.ubidump                                                        ubidump-unstable-2019-09-11
nixpkgs.ubootA20OlinuxinoLime                                          uboot-A20-OLinuXino-Lime_defconfig-2021.01
nixpkgs.ubootAmx335xEVM                                                uboot-am335x_evm_defconfig-2021.01
nixpkgs.ubootBeagleboneBlack                                           uboot-am335x_evm_defconfig-2021.01
nixpkgs.ubootBananaPi                                                  uboot-Bananapi_defconfig-2021.01
nixpkgs.ubootBananaPim64                                               uboot-bananapi_m64_defconfig-2021.01
nixpkgs.ubootClearfog                                                  uboot-clearfog_defconfig-2021.01
nixpkgs.ubootUtilite                                                   uboot-cm_fx6_defconfig-2021.01
nixpkgs.ubootGuruplug                                                  uboot-guruplug_defconfig-2021.01
nixpkgs.ubootJetsonTK1                                                 uboot-jetson-tk1_defconfig-2021.01
nixpkgs.ubootPcduino3Nano                                              uboot-Linksprite_pcDuino3_Nano_defconfig-2021.01
nixpkgs.ubootNanoPCT4                                                  uboot-nanopc-t4-rk3399_defconfig-2021.01
nixpkgs.ubootNovena                                                    uboot-novena_defconfig-2021.01
nixpkgs.ubootOdroidC2                                                  uboot-odroid-c2_defconfig-2021.01
nixpkgs.ubootOdroidXU3                                                 uboot-odroid-xu3_defconfig-2021.01
nixpkgs.ubootOrangePiPc                                                uboot-orangepi_pc_defconfig-2021.01
nixpkgs.ubootOrangePiZero                                              uboot-orangepi_zero_defconfig-2021.01
nixpkgs.ubootOrangePiZeroPlus2H5                                       uboot-orangepi_zero_plus2_defconfig-2021.01
nixpkgs.ubootPine64LTS                                                 uboot-pine64-lts_defconfig-2021.01
nixpkgs.ubootPine64                                                    uboot-pine64_plus_defconfig-2021.01
nixpkgs.ubootPinebookPro                                               uboot-pinebook-pro-rk3399_defconfig-2021.01
nixpkgs.ubootPinebook                                                  uboot-pinebook_defconfig-2021.01
nixpkgs.ubootQemuAarch64                                               uboot-qemu_arm64_defconfig-2021.01
nixpkgs.ubootQemuArm                                                   uboot-qemu_arm_defconfig-2021.01
nixpkgs.ubootROCPCRK3399                                               uboot-roc-pc-rk3399_defconfig-2021.01
nixpkgs.ubootRockPi4                                                   uboot-rock-pi-4-rk3399_defconfig-2021.01
nixpkgs.ubootRock64                                                    uboot-rock64-rk3328_defconfig-2021.01
nixpkgs.ubootRockPro64                                                 uboot-rockpro64-rk3399_defconfig-2021.01
nixpkgs.ubootRaspberryPiZero                                           uboot-rpi_0_w_defconfig-2021.01
nixpkgs.ubootRaspberryPi2                                              uboot-rpi_2_defconfig-2021.01
nixpkgs.ubootRaspberryPi3_32bit                                        uboot-rpi_3_32b_defconfig-2021.01
nixpkgs.ubootRaspberryPi3_64bit                                        uboot-rpi_3_defconfig-2021.01
nixpkgs.ubootRaspberryPi4_32bit                                        uboot-rpi_4_32b_defconfig-2021.01
nixpkgs.ubootRaspberryPi4_64bit                                        uboot-rpi_4_defconfig-2021.01
nixpkgs.ubootRaspberryPi                                               uboot-rpi_defconfig-2021.01
nixpkgs.ubootSheevaplug                                                uboot-sheevaplug_defconfig-2021.01
nixpkgs.ubootBananaPim3                                                uboot-Sinovoip_BPI_M3_defconfig-2021.01
nixpkgs.ubootSopine                                                    uboot-sopine_baseboard_defconfig-2021.01
nixpkgs.ubootTools                                                     uboot-tools-only_defconfig-2021.01
nixpkgs.ubootWandboard                                                 uboot-wandboard_defconfig-2021.01
nixpkgs.ubridge                                                        ubridge-0.9.18
nixpkgs.ubuntu_font_family                                             ubuntu-font-family-0.83
nixpkgs.ubuntu-themes                                                  ubuntu-themes-20.10
nixpkgs.ubus                                                           ubus-unstable-2020-01-05
nixpkgs.ucg                                                            ucg-20190225
nixpkgs.libuchardet                                                    uchardet-0.0.7
nixpkgs.uchess                                                         uchess-0.2.1
nixpkgs.uchiwa                                                         uchiwa-1.7.0-1
nixpkgs.uci                                                            uci-unstable-2020-04-27
nixpkgs.ucl                                                            ucl-1.03
nixpkgs.uclibc                                                         uclibc-ng-1.0.34
nixpkgs.uclibcCross                                                    uclibc-ng-1.0.34
nixpkgs.ucommon_gnutls                                                 ucommon-7.0.0
nixpkgs.ucommon                                                        ucommon-7.0.0
nixpkgs.ucsFonts                                                       ucs-fonts-20090406
nixpkgs.ucs-fonts                                                      ucs-fonts-20090406
nixpkgs.ucspi-tcp                                                      ucspi-tcp-0.88
nixpkgs.languageMachines.ucto                                          ucto-v0.9.6
nixpkgs.languageMachines.uctodata                                      uctodata-v0.4
nixpkgs.ucx                                                            ucx-1.9.0
nixpkgs.udevil                                                         udevil-0.4.4
nixpkgs.udftools                                                       udftools-2.0
nixpkgs.udig                                                           udig-2.0.0
nixpkgs.udis86                                                         udis86-1.7.2
nixpkgs.udiskie                                                        udiskie-2.2.0
nixpkgs.udisks1                                                        udisks-1.0.5
nixpkgs.udisks                                                         udisks-2.8.4
nixpkgs.udisks_glue                                                    udisks-glue-1.3.5
nixpkgs.udns                                                           udns-0.4
nixpkgs.udocker                                                        udocker-1.1.3
nixpkgs.udpt                                                           udpt-3.1.0
nixpkgs.udptunnel                                                      udptunnel-19
nixpkgs.udunits                                                        udunits-2.2.27.6
nixpkgs.ue4                                                            ue4-4.10.2
nixpkgs.ue4demos.black_jack                                            ue4demos-black_jack
nixpkgs.ue4demos.blueprint_examples_demo                               ue4demos-blueprint_examples_demo
nixpkgs.ue4demos.card_game                                             ue4demos-card_game
nixpkgs.ue4demos.effects_cave_demo                                     ue4demos-effects_cave_demo
nixpkgs.ue4demos.elemental_demo                                        ue4demos-elemental_demo
nixpkgs.ue4demos.landscape_mountains                                   ue4demos-landscape_mountains
nixpkgs.ue4demos.matinee_demo                                          ue4demos-matinee_demo
nixpkgs.ue4demos.mobile_temple_demo                                    ue4demos-mobile_temple_demo
nixpkgs.ue4demos.realistic_rendering                                   ue4demos-realistic_rendering
nixpkgs.ue4demos.reflections_subway                                    ue4demos-reflections_subway
nixpkgs.ue4demos.scifi_hallway_demo                                    ue4demos-scifi_hallway_demo
nixpkgs.ue4demos.shooter_game                                          ue4demos-shooter_game
nixpkgs.ue4demos.strategy_game                                         ue4demos-strategy_game
nixpkgs.ue4demos.stylized_demo                                         ue4demos-stylized_demo
nixpkgs.ue4demos.swing_ninja                                           ue4demos-swing_ninja
nixpkgs.ue4demos.tappy_chicken                                         ue4demos-tappy_chicken
nixpkgs.ue4demos.vehicle_game                                          ue4demos-vehicle_game
nixpkgs.ueberzug                                                       ueberzug-18.1.8
nixpkgs.uefi-firmware-parser                                           uefi-firmware-parser-1.8
nixpkgs.uefitoolPackages.old-engine                                    uefitool-0.28.0
nixpkgs.uefitool                                                       uefitool-A58
nixpkgs.ufoai                                                          ufoai-2.4
nixpkgs.uftp                                                           uftp-5.0
nixpkgs.uftrace                                                        uftrace-0.9.4
nixpkgs.uget                                                           uget-2.2.3-1
nixpkgs.uget-integrator                                                uget-integrator-1.0.0
nixpkgs.ugrep                                                          ugrep-3.1.7
nixpkgs.ugtrain                                                        ugtrain-0.4.1
nixpkgs.uhd                                                            uhd-3.15.0.0
nixpkgs.uhttpmock                                                      uhttpmock-0.5.0
nixpkgs.uhub                                                           uhub-0.5.0
nixpkgs.uhubctl                                                        uhubctl-2.4.0
nixpkgs.uid_wrapper                                                    uid_wrapper-1.2.8
nixpkgs.uif2iso                                                        uif2iso-0.1.7
nixpkgs.uim                                                            uim-1.8.8
nixpkgs.uisp                                                           uisp-20050207
nixpkgs.ulauncher                                                      ulauncher-5.9.0
nixpkgs.ultimate-oldschool-pc-font-pack                                ultimate-oldschool-pc-font-pack-2.0
nixpkgs.ultimatestunts                                                 ultimate-stunts-0.7.6.1
nixpkgs.ultralist                                                      ultralist-1.7.0
nixpkgs.ultrastar-creator                                              ultrastar-creator-2019-04-23
nixpkgs.ultrastar-manager                                              ultrastar-manager-2019-04-23
nixpkgs.ultrastardx                                                    ultrastardx-2020.4.0
nixpkgs.ultrastardx-beta                                               ultrastardx-2020.4.0
nixpkgs.umlet                                                          umlet-14.3.0
nixpkgs.umoci                                                          umoci-0.4.6
nixpkgs.umockdev                                                       umockdev-0.15.4
nixpkgs.umount                                                         umount-1003.1-2008
nixpkgs.ums                                                            ums-9.4.2
nixpkgs.umurmur                                                        umurmur-0.2.19
nixpkgs.unar                                                           unar-1.10.7
nixpkgs.unbound-with-systemd                                           unbound-1.13.0
nixpkgs.unbound                                                        unbound-1.13.0
nixpkgs.unbound-full                                                   unbound-1.13.0
nixpkgs.unciv                                                          unciv-3.12.13-patch1
nixpkgs.unclutter                                                      unclutter-8
nixpkgs.unclutter-xfixes                                               unclutter-xfixes-1.5
nixpkgs.unconvert                                                      unconvert-unstable-2018-07-03
nixpkgs.uncrustify                                                     uncrustify-0.71.0
nixpkgs.undaemonize                                                    undaemonize-2017-07-11
nixpkgs.undefined-medium                                               undefined-medium-1.0
nixpkgs.undervolt                                                      undervolt-0.3.0
nixpkgs.undmg                                                          undmg-1.1.0
nixpkgs.unetbootin                                                     unetbootin-681
nixpkgs.unfs3                                                          unfs3-0.9.22
nixpkgs.ungoogled-chromium                                             ungoogled-chromium-88.0.4324.182
nixpkgs.uni-vga                                                        uni-vga
nixpkgs.uni2ascii                                                      uni2ascii-4.18
nixpkgs.unibilium                                                      unibilium-unstable-20190811
nixpkgs.unicode-paracode                                               unicode-2.7
nixpkgs.unicode-character-database                                     unicode-character-database-13.0.0
nixpkgs.unicode-emoji                                                  unicode-emoji-12.1
nixpkgs.unicon-lang                                                    unicon-lang-11.7
nixpkgs.unicorn-emu                                                    unicorn-1.0.2
nixpkgs.unicorn                                                        unicorn-1.0.2
nixpkgs.unidings                                                       unidings-9.19
nixpkgs.unifdef                                                        unifdef-2.12
nixpkgs.unifi5                                                         unifi-controller-5.14.23
nixpkgs.unifiLTS                                                       unifi-controller-5.6.42
nixpkgs.unifiStable                                                    unifi-controller-6.0.45
nixpkgs.unifi                                                          unifi-controller-6.0.45
nixpkgs.prometheus-unifi-exporter                                      unifi-exporter-0.4.0+git1
nixpkgs.unifi-poller                                                   unifi-poller-2.0.1
nixpkgs.unifont                                                        unifont-13.0.05
nixpkgs.unifont_upper                                                  unifont_upper-13.0.05
nixpkgs.unigine-valley                                                 unigine-valley-1.0
nixpkgs.unihan-database                                                unihan-database-12.1.0
nixpkgs.dotnetPackages.UnionArgParser                                  UnionArgParser-0.8.7
nixpkgs.unionfs-fuse                                                   unionfs-fuse-2.1
nixpkgs.unison                                                         unison-2.51.3
nixpkgs.unison-ucm                                                     unison-code-manager-1.0.M1m-alpha
nixpkgs.unit                                                           unit-1.21.0
nixpkgs.units                                                          units-2.19
nixpkgs.unittest-cpp                                                   unittest-cpp-2.0.0
nixpkgs.unity3d                                                        unity-editor-2018.3.0xf2
nixpkgs.unityhub                                                       unityhub
nixpkgs.universal-ctags                                                universal-ctags-5.9.20201206.0
nixpkgs.unixcw                                                         unixcw-3.5.1
nixpkgs.unixODBC                                                       unixODBC-2.3.7
nixpkgs.unnethack                                                      unnethack-5.3.2
nixpkgs.unoconv                                                        unoconv-0.9.0
nixpkgs.unp                                                            unp-2.0-pre7
nixpkgs.unpaper                                                        unpaper-6.1
nixpkgs.unpfs                                                          unpfs-0.0.2019-05-17
nixpkgs.unqlite                                                        unqlite-1.1.9
nixpkgs.unrar                                                          unrar-5.9.2
nixpkgs.unrpa                                                          unrpa-2.3.0
nixpkgs.unrtf                                                          unrtf-0.21.9
nixpkgs.unscii                                                         unscii-1.1
nixpkgs.unshield                                                       unshield-1.4.3
nixpkgs.unstick                                                        unstick
nixpkgs.untex                                                          untex-1.3
nixpkgs.untie                                                          untie-0.3
nixpkgs.untrunc-anthwlock                                              untrunc-anthwlock-2020.07.18
nixpkgs.untrunc                                                        untrunc-anthwlock-2020.07.18
nixpkgs.unused                                                         unused-0.2.1
nixpkgs.unzipNLS                                                       unzip-6.0
nixpkgs.unzip                                                          unzip-6.0
nixpkgs.up                                                             up-0.4
nixpkgs.update-dotdee                                                  update-dotdee-5.0
